Race,File,PartName,Slot,SubType,Variant,Tier,Hand,PrimaryBone,WidthCm,HeightCm,DepthCm,CenterY,Vertices,PolyIndices
Human,WesternKingdoms/models/WK_Catapult.FBX,WK_Catapult,Engine,,,,,Bone_body_A,73.83,115.38,64.63,1.28,368,1758
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Horse,Creature,horse,,,,Bip001 Head,26.38,85.61,67.16,-7.64,174,794
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_staff_A,Staff,staff,A,light/cloth tier,right,,69.58,6.30,6.61,0.62,21,82
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_staff_B,Staff,staff,B,light/cloth tier,right,,75.07,15.43,7.89,0.33,42,176
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_staff_C,Staff,staff,C,medium/leather tier,right,,73.88,10.32,9.38,0.14,25,106
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_Bow,Bow,bow,,,left,,60.33,3.05,12.00,-0.39,23,114
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Shield_A,Shield,shield,A,light/cloth tier,left,,5.60,21.00,21.42,-2.61,17,86
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Shield_C,Shield,shield,C,medium/leather tier,left,,3.52,32.84,19.18,0.33,20,72
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Shield_B,Shield,shield,B,light/cloth tier,left,,5.36,34.14,20.54,0.18,27,110
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Shield_D,Shield,shield,D,medium/leather tier,left,,7.46,41.10,24.83,1.46,17,70
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_spear,Spear,spear,,,right,,76.86,2.80,6.64,-0.10,21,86
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_sword_A,Sword,sword,A,light/cloth tier,right,,43.25,2.67,10.48,-0.02,17,70
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_hammer_B,Hammer,hammer,B,light/cloth tier,right,,41.40,5.59,13.62,-0.40,23,84
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_pick,Pick,pick,,,right,,30.66,4.76,26.69,-0.41,17,74
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_sword_B,Sword,sword,B,light/cloth tier,right,,46.00,3.53,12.31,-0.09,17,70
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_axe_B,Axe,axe,B,light/cloth tier,right,,42.66,4.51,18.85,-0.12,28,98
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_lance,Lance,lance,,,right,,101.31,9.44,10.90,0.01,45,176
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_hammer_A,Hammer,hammer,A,light/cloth tier,right,,28.18,4.48,11.87,-0.05,18,56
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_weapon_axe_A,Axe,axe,A,light/cloth tier,right,,34.53,3.21,13.68,-0.16,21,78
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Xtra_quiver,Quiver,quiver,,,,,10.99,8.99,36.66,-2.43,56,129
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Body_A,Body,,A,light/cloth tier,,Bip001 Spine001,43.15,13.68,41.28,1.06,88,352
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Body_B,Body,,B,light/cloth tier,,Bip001 Spine001,43.15,13.74,42.48,1.99,92,364
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Body_D,Body,,D,medium/leather tier,,Bip001 Spine001,43.15,16.39,41.33,0.67,88,344
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Body_C,Body,,C,medium/leather tier,,Bip001 Spine001,43.15,13.74,42.48,1.99,92,364
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_shoulderpads_A,Shoulders,,A,light/cloth tier,,Bip001 R Clavicle001,31.19,17.99,14.34,2.07,34,148
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_head_C,Head,,C,medium/leather tier,,Bip001 Head001,10.57,18.79,17.02,2.38,84,226
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_head_B,Head,,B,light/cloth tier,,Bip001 Head001,7.60,12.38,11.99,0.68,47,200
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_head_A,Head,,A,light/cloth tier,,Bip001 Head001,7.33,11.34,11.19,0.76,31,154
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Legs_A,Legs,,A,light/cloth tier,,Bip001 R Foot001,20.35,15.66,14.09,-1.04,36,156
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Arms_A,Arms,,A,light/cloth tier,,Bip001 R Hand001,60.30,8.25,15.42,1.96,26,112
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Legs_B,Legs,,B,light/cloth tier,,Bip001 R Foot001,20.93,16.18,14.30,-0.80,34,140
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Arms_B,Arms,,B,light/cloth tier,,Bip001 L Hand001,60.89,10.46,15.96,1.90,26,112
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Legs_C,Legs,,C,medium/leather tier,,Bip001 R Foot001,20.93,17.01,16.02,-1.22,36,192
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Arms_C,Arms,,C,medium/leather tier,,Bip001 R Hand001,60.68,11.34,16.26,2.42,26,112
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Body_E,Body,,E,medium/leather tier,,Bip001 Spine001,39.96,19.36,53.71,0.54,119,506
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_head_E,Head,,E,medium/leather tier,,Bip001 Head001,8.63,12.37,17.45,-0.06,37,190
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_Arms_D,Arms,,D,medium/leather tier,,Bip001 R Hand001,60.30,8.25,15.42,1.96,26,112
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_head_D,Head,,D,medium/leather tier,,Bip001 Head001,17.03,12.38,14.54,0.83,46,192
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_head_H,Head,,H,heavy/plate tier,,Bip001 Head001,10.03,13.52,18.74,0.52,48,212
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_head_G,Head,,G,heavy/plate tier,,Bip001 Head001,10.03,13.52,18.39,0.52,48,212
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_head_F,Head,,F,heavy/plate tier,,Bip001 Head001,20.70,19.65,21.43,-0.49,52,244
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_shoulderpads_B,Shoulders,,B,light/cloth tier,,Bip001 R Clavicle001,28.59,15.48,10.10,2.30,34,148
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_Units_head_I,Head,,I,heavy/plate tier,,Bip001 Head001,10.03,13.13,12.59,0.71,44,188
Human,WesternKingdoms/models/WK_Cavalry_customizable.FBX,WK_horse_Seat,Saddle,,,,,Bip001 Spine,24.15,15.36,20.55,1.42,19,90
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_staff_A,Staff,staff,A,light/cloth tier,right,,69.58,6.30,6.61,0.62,21,82
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_staff_B,Staff,staff,B,light/cloth tier,right,,75.07,15.43,7.89,0.33,42,176
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_staff_C,Staff,staff,C,medium/leather tier,right,,73.88,10.32,9.38,0.14,25,106
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_Bow,Bow,bow,,,left,,60.33,3.05,12.00,-0.39,23,114
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Shield_A,Shield,shield,A,light/cloth tier,left,,5.60,21.00,21.42,-2.61,17,86
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Shield_C,Shield,shield,C,medium/leather tier,left,,3.52,32.84,19.18,0.33,20,72
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Shield_B,Shield,shield,B,light/cloth tier,left,,5.36,34.14,20.54,0.18,27,110
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Shield_D,Shield,shield,D,medium/leather tier,left,,7.46,41.10,24.83,1.46,17,70
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_spear,Spear,spear,,,right,,76.86,2.80,6.64,-0.10,21,86
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_sword_A,Sword,sword,A,light/cloth tier,right,,43.25,2.67,10.48,-0.02,17,70
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_hammer_B,Hammer,hammer,B,light/cloth tier,right,,41.40,5.59,13.62,-0.40,23,84
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_pick,Pick,pick,,,right,,30.66,4.76,26.69,-0.41,17,74
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_sword_B,Sword,sword,B,light/cloth tier,right,,46.00,3.53,12.31,-0.09,17,70
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_axe_B,Axe,axe,B,light/cloth tier,right,,42.66,4.51,18.85,-0.12,28,98
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_hammer_A,Hammer,hammer,A,light/cloth tier,right,,28.18,4.48,11.87,-0.05,18,56
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_weapon_axe_A,Axe,axe,A,light/cloth tier,right,,34.53,3.21,13.68,-0.16,21,78
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Xtra_wood,Lumber,wood,,,,,33.86,29.57,17.79,-7.46,30,90
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Xtra_bag,Belt Bag,bag,,,,,20.86,32.29,23.83,5.48,33,162
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Xtra_quiver,Quiver,quiver,,,,,10.99,8.99,36.66,-2.43,56,129
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Body_A,Body,,A,light/cloth tier,,Bip001 Spine,43.15,13.68,41.28,1.06,88,352
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Body_B,Body,,B,light/cloth tier,,Bip001 Spine,43.15,13.74,42.48,1.99,92,364
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Body_D,Body,,D,medium/leather tier,,Bip001 Spine,43.15,16.39,41.33,0.67,88,344
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Body_C,Body,,C,medium/leather tier,,Bip001 Spine,43.15,13.74,42.48,1.99,92,364
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_shoulderpads_A,Shoulders,,A,light/cloth tier,,Bip001 R Clavicle,31.19,17.99,14.34,2.07,34,148
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_head_C,Head,,C,medium/leather tier,,Bip001 Head,10.57,18.79,17.02,2.38,84,226
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_head_B,Head,,B,light/cloth tier,,Bip001 Head,7.60,12.38,11.99,0.68,47,200
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_head_A,Head,,A,light/cloth tier,,Bip001 Head,7.33,11.34,11.19,0.76,31,154
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Legs_A,Legs,,A,light/cloth tier,,Bip001 R Foot,20.35,15.66,14.09,-1.04,36,156
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Arms_A,Arms,,A,light/cloth tier,,Bip001 R Hand,60.30,8.25,15.42,1.96,26,112
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Legs_B,Legs,,B,light/cloth tier,,Bip001 R Foot,20.93,16.18,14.30,-0.80,34,140
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Arms_B,Arms,,B,light/cloth tier,,Bip001 L Hand,60.89,10.46,15.96,1.90,26,112
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Legs_C,Legs,,C,medium/leather tier,,Bip001 R Foot,20.93,17.01,16.02,-1.22,36,192
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Arms_C,Arms,,C,medium/leather tier,,Bip001 R Hand,60.68,11.34,16.26,2.42,26,112
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Body_E,Body,,E,medium/leather tier,,Bip001 Spine,39.96,19.36,53.71,0.54,119,506
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_head_E,Head,,E,medium/leather tier,,Bip001 Head,8.63,12.37,17.45,-0.06,37,190
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_Arms_D,Arms,,D,medium/leather tier,,Bip001 R Hand,60.30,8.25,15.42,1.96,26,112
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_head_D,Head,,D,medium/leather tier,,Bip001 Head,17.03,12.38,14.54,0.83,46,192
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_head_H,Head,,H,heavy/plate tier,,Bip001 Head,10.03,13.52,18.74,0.52,48,212
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_head_G,Head,,G,heavy/plate tier,,Bip001 Head,10.03,13.52,18.39,0.52,48,212
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_head_F,Head,,F,heavy/plate tier,,Bip001 Head,20.70,19.65,21.43,-0.49,52,244
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_shoulderpads_B,Shoulders,,B,light/cloth tier,,Bip001 R Clavicle,28.59,15.48,10.10,2.30,34,148
Human,WesternKingdoms/models/WK_Characters_customizable.FBX,WK_Units_head_I,Head,,I,heavy/plate tier,,Bip001 Head,10.03,13.13,12.59,0.71,44,188
Human,WesternKingdoms/models/extra_models/equipment/WK_weapon_staff_B.FBX,WK_weapon_staff_B,Staff,staff,B,light/cloth tier,right,,75.07,15.43,7.89,0.33,42,176
Human,WesternKingdoms/models/extra_models/equipment/WK_weapon_sword_A.FBX,WK_weapon_sword_A,Sword,sword,A,light/cloth tier,right,,43.25,2.67,10.48,-0.02,17,70
