Race,FileCategory,File,PartType,PartName,Group,Slot,Subtype,Variant,Description,Vertices,PolyIndices
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),42,168
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),28,128
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),46,194
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),42,172
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),40,156
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),26,124
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),43,182
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),26,124
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),44,182
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),38,162
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),45,210
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),135,424
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),84,338
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),38,156
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),74,312
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),39,162
Undead,character,Undead/models/UD_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),34,148
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 Pelvis,Skeleton,Bone,,,Skeleton bone (Bip001 Pelvis),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 Spine,Skeleton,Bone,,,Skeleton bone (Bip001 Spine),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 Neck,Skeleton,Bone,,,Skeleton bone (Bip001 Neck),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 Head,Skeleton,Bone,,,Skeleton bone (Bip001 Head),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 HeadNub,Skeleton,Bone,,,Skeleton bone (Bip001 HeadNub),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 L Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 L Clavicle),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 L UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 L UpperArm),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 L Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 L Forearm),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 L Hand,Skeleton,Bone,,,Skeleton bone (Bip001 L Hand),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,L_hand_container,Skeleton,Bone,,,Skeleton bone (L_hand_container),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,L_shield_container,Skeleton,Bone,,,Skeleton bone (L_shield_container),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 R Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 R Clavicle),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 R UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 R UpperArm),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 R Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 R Forearm),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 R Hand,Skeleton,Bone,,,Skeleton bone (Bip001 R Hand),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,R_hand_container,Skeleton,Bone,,,Skeleton bone (R_hand_container),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bone_wood,Skeleton,Bone,,,Skeleton bone (Bone_wood),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bone_bag,Skeleton,Bone,,,Skeleton bone (Bone_bag),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Quiver_container,Skeleton,Bone,,,Skeleton bone (Quiver_container),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 L Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 L Thigh),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 L Calf,Skeleton,Bone,,,Skeleton bone (Bip001 L Calf),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 L Foot,Skeleton,Bone,,,Skeleton bone (Bip001 L Foot),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 L Toe0,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe0),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 L Toe0Nub,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe0Nub),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 R Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 R Thigh),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 R Calf,Skeleton,Bone,,,Skeleton bone (Bip001 R Calf),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 R Foot,Skeleton,Bone,,,Skeleton bone (Bip001 R Foot),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 R Toe0,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe0),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,bone,Bip001 R Toe0Nub,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe0Nub),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,null,Bip001 Footsteps,Rig,Helper,,,Null helper / rig node (Bip001 Footsteps),,
Undead,character,Undead/models/UD_Characters_customizable.FBX,material,Undead_Standard_Units,material,,,,Undead_Standard_Units,,
Undead,character,Undead/models/UD_Characters_customizable.FBX,texture,Map #11,texture,,,,Map #11,,
Undead,character,Undead/models/UD_Characters_customizable.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Undead,equipment,Undead/models/extra_models/Equipment/UD_Shield_C.FBX,mesh_part,UD_Shield_C,Equipment,Shield,shield,C,Shield variant C (off-hand),,
Undead,equipment,Undead/models/extra_models/Equipment/UD_Shield_C.FBX,geometry,(unnamed),geometry,,,,(unnamed),26,112
Undead,equipment,Undead/models/extra_models/Equipment/UD_Shield_C.FBX,material,Undead_Standard_Units,material,,,,Undead_Standard_Units,,
Undead,equipment,Undead/models/extra_models/Equipment/UD_Shield_C.FBX,texture,Map #11,texture,,,,Map #11,,
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_Spear.FBX,mesh_part,UD_weapon_Spear,Equipment,Weapon,spear,,Spear variant - (right-hand weapon mesh),,
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_Spear.FBX,geometry,(unnamed),geometry,,,,(unnamed),21,86
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_Spear.FBX,material,Undead_Standard_Units,material,,,,Undead_Standard_Units,,
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_Spear.FBX,texture,Map #11,texture,,,,Map #11,,
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_Sword_C.FBX,mesh_part,UD_weapon_Sword_C,Equipment,Weapon,sword,C,Sword variant C (right-hand weapon mesh),,
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_Sword_C.FBX,geometry,(unnamed),geometry,,,,(unnamed),28,104
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_Sword_C.FBX,material,Undead_Standard_Units,material,,,,Undead_Standard_Units,,
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_Sword_C.FBX,texture,Map #11,texture,,,,Map #11,,
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_staff_B.FBX,mesh_part,UD_weapon_staff_B,Equipment,Weapon,staff,B,Staff (caster) variant B (right-hand weapon mesh),,
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_staff_B.FBX,geometry,(unnamed),geometry,,,,(unnamed),106,308
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_staff_B.FBX,material,Undead_Standard_Units,material,,,,Undead_Standard_Units,,
Undead,equipment,Undead/models/extra_models/Equipment/UD_weapon_staff_B.FBX,texture,Map #11,texture,,,,Map #11,,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,bone,Bone_Root,Skeleton,Bone,,,Skeleton bone (Bone_Root),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,bone,Bone_Platform,Skeleton,Bone,,,Skeleton bone (Bone_Platform),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,bone,Bone_Arm,Skeleton,Bone,,,Skeleton bone (Bone_Arm),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,bone,Bone_stone,Skeleton,Bone,,,Skeleton bone (Bone_stone),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,bone,Bone_body_B,Skeleton,Bone,,,Skeleton bone (Bone_body_B),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,bone,Bone_body_A,Skeleton,Bone,,,Skeleton bone (Bone_body_A),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,bone,Bone_front,Skeleton,Bone,,,Skeleton bone (Bone_front),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,bone,Bone_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_wheel_A),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,bone,Bone_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_wheel_B),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,bone,Bone_wheel_C,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,bone,Bone_wheel_C001D,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C001D),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_01_idle.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,bone,Bone_Root,Skeleton,Bone,,,Skeleton bone (Bone_Root),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,bone,Bone_Platform,Skeleton,Bone,,,Skeleton bone (Bone_Platform),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,bone,Bone_Arm,Skeleton,Bone,,,Skeleton bone (Bone_Arm),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,bone,Bone_stone,Skeleton,Bone,,,Skeleton bone (Bone_stone),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,bone,Bone_body_B,Skeleton,Bone,,,Skeleton bone (Bone_body_B),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,bone,Bone_body_A,Skeleton,Bone,,,Skeleton bone (Bone_body_A),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,bone,Bone_front,Skeleton,Bone,,,Skeleton bone (Bone_front),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,bone,Bone_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_wheel_A),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,bone,Bone_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_wheel_B),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,bone,Bone_wheel_C,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,bone,Bone_wheel_C001D,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C001D),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_02_move.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,bone,Bone_Root,Skeleton,Bone,,,Skeleton bone (Bone_Root),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,bone,Bone_Platform,Skeleton,Bone,,,Skeleton bone (Bone_Platform),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,bone,Bone_Arm,Skeleton,Bone,,,Skeleton bone (Bone_Arm),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,bone,Bone_stone,Skeleton,Bone,,,Skeleton bone (Bone_stone),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,bone,Bone_body_B,Skeleton,Bone,,,Skeleton bone (Bone_body_B),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,bone,Bone_body_A,Skeleton,Bone,,,Skeleton bone (Bone_body_A),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,bone,Bone_front,Skeleton,Bone,,,Skeleton bone (Bone_front),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,bone,Bone_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_wheel_A),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,bone,Bone_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_wheel_B),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,bone,Bone_wheel_C,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,bone,Bone_wheel_C001D,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C001D),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_03_attack.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,bone,Bone_Root,Skeleton,Bone,,,Skeleton bone (Bone_Root),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,bone,Bone_Platform,Skeleton,Bone,,,Skeleton bone (Bone_Platform),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,bone,Bone_Arm,Skeleton,Bone,,,Skeleton bone (Bone_Arm),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,bone,Bone_stone,Skeleton,Bone,,,Skeleton bone (Bone_stone),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,bone,Bone_body_B,Skeleton,Bone,,,Skeleton bone (Bone_body_B),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,bone,Bone_body_A,Skeleton,Bone,,,Skeleton bone (Bone_body_A),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,bone,Bone_front,Skeleton,Bone,,,Skeleton bone (Bone_front),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,bone,Bone_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_wheel_A),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,bone,Bone_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_wheel_B),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,bone,Bone_wheel_C,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,bone,Bone_wheel_C001D,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C001D),,
Human,animation,WesternKingdoms/animation/Catapult/WK_catapult_04_death.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 Pelvis,Skeleton,Bone,,,Skeleton bone (Bip001 Pelvis),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 Spine,Skeleton,Bone,,,Skeleton bone (Bip001 Spine),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 Neck,Skeleton,Bone,,,Skeleton bone (Bip001 Neck),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 Head,Skeleton,Bone,,,Skeleton bone (Bip001 Head),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 L Clavicle),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 L UpperArm),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 L Forearm),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Hand,Skeleton,Bone,,,Skeleton bone (Bip001 L Hand),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Finger0,Skeleton,Bone,,,Skeleton bone (Bip001 L Finger0),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 R Clavicle),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 R UpperArm),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 R Forearm),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Hand,Skeleton,Bone,,,Skeleton bone (Bip001 R Hand),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Finger0,Skeleton,Bone,,,Skeleton bone (Bip001 R Finger0),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 L Thigh),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Calf,Skeleton,Bone,,,Skeleton bone (Bip001 L Calf),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Foot,Skeleton,Bone,,,Skeleton bone (Bip001 L Foot),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Toe0,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe0),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 R Thigh),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Calf,Skeleton,Bone,,,Skeleton bone (Bip001 R Calf),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Foot,Skeleton,Bone,,,Skeleton bone (Bip001 R Foot),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Toe0,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe0),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 Tail,Skeleton,Bone,,,Skeleton bone (Bip001 Tail),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 Tail1,Skeleton,Bone,,,Skeleton bone (Bip001 Tail1),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bone_Mount,Skeleton,Bone,,,Skeleton bone (Bone_Mount),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 Pelvis001,Skeleton,Bone,,,Skeleton bone (Bip001 Pelvis001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 Spine001,Skeleton,Bone,,,Skeleton bone (Bip001 Spine001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 Neck001,Skeleton,Bone,,,Skeleton bone (Bip001 Neck001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 Head001,Skeleton,Bone,,,Skeleton bone (Bip001 Head001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Clavicle001,Skeleton,Bone,,,Skeleton bone (Bip001 L Clavicle001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L UpperArm001,Skeleton,Bone,,,Skeleton bone (Bip001 L UpperArm001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Forearm001,Skeleton,Bone,,,Skeleton bone (Bip001 L Forearm001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Hand001,Skeleton,Bone,,,Skeleton bone (Bip001 L Hand001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Clavicle001,Skeleton,Bone,,,Skeleton bone (Bip001 R Clavicle001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R UpperArm001,Skeleton,Bone,,,Skeleton bone (Bip001 R UpperArm001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Forearm001,Skeleton,Bone,,,Skeleton bone (Bip001 R Forearm001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Hand001,Skeleton,Bone,,,Skeleton bone (Bip001 R Hand001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Thigh001,Skeleton,Bone,,,Skeleton bone (Bip001 L Thigh001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Calf001,Skeleton,Bone,,,Skeleton bone (Bip001 L Calf001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Foot001,Skeleton,Bone,,,Skeleton bone (Bip001 L Foot001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 L Toe001,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Thigh001,Skeleton,Bone,,,Skeleton bone (Bip001 R Thigh001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Calf001,Skeleton,Bone,,,Skeleton bone (Bip001 R Calf001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Foot001,Skeleton,Bone,,,Skeleton bone (Bip001 R Foot001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,bone,Bip001 R Toe001,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe001),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_01_idle.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 Pelvis,Skeleton,Bone,,,Skeleton bone (Bip001 Pelvis),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 Spine,Skeleton,Bone,,,Skeleton bone (Bip001 Spine),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 Neck,Skeleton,Bone,,,Skeleton bone (Bip001 Neck),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 Head,Skeleton,Bone,,,Skeleton bone (Bip001 Head),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 L Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 L Clavicle),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 L UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 L UpperArm),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 L Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 L Forearm),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 L Hand,Skeleton,Bone,,,Skeleton bone (Bip001 L Hand),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 L Finger0,Skeleton,Bone,,,Skeleton bone (Bip001 L Finger0),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 R Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 R Clavicle),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 R UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 R UpperArm),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 R Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 R Forearm),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 R Hand,Skeleton,Bone,,,Skeleton bone (Bip001 R Hand),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 R Finger0,Skeleton,Bone,,,Skeleton bone (Bip001 R Finger0),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 L Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 L Thigh),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 L Calf,Skeleton,Bone,,,Skeleton bone (Bip001 L Calf),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 L Foot,Skeleton,Bone,,,Skeleton bone (Bip001 L Foot),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 L Toe0,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe0),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 R Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 R Thigh),,
Human,animation,WesternKingdoms/animation/Cavalry/WK_cavalry_03_run.FBX,bone,Bip001 R Calf,Skeleton,Bone,,,Skeleton bone (Bip001 R Calf),,
